tex(cases.sty),4:texlive-cases-svn17123.2.5-1.1.fc21.noarch
bio2jack-devel,bio2jack-devel-0.9-13.fc21.x86_64
perl(Crypt::PasswdMD5),perl-Crypt-PasswdMD5-1.4.0-2.fc21.noarch
python-django-authority,python-django-authority-0.4-6.fc21.noarch
python-django-south,python-django-south-0.8.4-3.fc21.noarch
python-django-piston,python-django-piston-0.2.3-9.fc21.noarch
python-django-pagination,python-django-pagination-1.0.7-6.fc21.noarch
python-django-tagging,python-django-tagging-0.3.1-13.fc21.noarch
python-django-notification,python-django-notification-0.2-6.fc21.noarch
python-django-contact-form,python-django-contact-form-0.3-12.fc21.hg97559a887345.noarch
python-django-profile,python-django-profile-0.6-0.5.20110216svnr458.fc21.2.noarch
perl(Authen::Krb5),perl-Authen-Krb5-1.9-11.fc21.x86_64
libifp-devel,libifp-devel-1.0.0.2-18.fc21.x86_64
pari-gp,pari-gp-2.7.2-1.fc21.x86_64
R-core-devel,R-core-devel-3.1.1-6.fc21.x86_64
p7zip-plugins,p7zip-plugins-9.20.1-8.fc21.x86_64
DevIL-ILUT-devel,DevIL-ILUT-devel-1.7.8-20.fc21.x86_64
assimp-devel,assimp-devel-3.0.1270-8.fc21.x86_64
alure-devel,alure-devel-1.2-8.fc21.x86_64
ocaml-sexplib-devel,ocaml-sexplib-devel-7.0.5-11.fc21.x86_64
xforms-devel,xforms-devel-1.2.3-3.fc21.x86_64
ghc-unordered-containers-devel,ghc-unordered-containers-devel-0.2.3.0-5.fc21.x86_64
ghc-syb-devel,ghc-syb-devel-0.4.0-37.fc21.x86_64
ghc-hashable-devel,ghc-hashable-devel-1.1.2.5-6.fc21.x86_64
man2html-core,man2html-core-1.6-15.g.fc21.x86_64
texlive-a4wide,4:texlive-a4wide-svn20943.0-1.1.fc21.noarch
texlive-psfrag,4:texlive-psfrag-svn15878.3.04-1.1.fc21.noarch
perl(Date::Leapyear),perl-Date-Leapyear-1.72-14.fc21.noarch
msp430-binutils,msp430-binutils-2.21.1a-8.fc21.x86_64
qt5-qtx11extras-devel,qt5-qtx11extras-devel-5.3.2-1.fc21.x86_64
qt5-qtxmlpatterns-devel,qt5-qtxmlpatterns-devel-5.3.2-1.fc21.x86_64
clang-devel,clang-devel-3.4-15.fc21.x86_64
pkgconfig(QtCore),1:qt-devel-4.8.6-12.fc21.x86_64
pkgconfig(QtUiTools),1:qt-devel-4.8.6-12.fc21.x86_64
tex-preview,tex-preview-11.87-9.fc21.noarch
pydot,pydot-1.0.28-6.fc21.noarch
graphviz-python,graphviz-python-2.38.0-9.fc21.x86_64
gdal-python,gdal-python-1.11.1-1.fc21.x86_64
python-sphinx_rtd_theme,python-sphinx_rtd_theme-0.1.6-1.fc21.noarch
python3-PyYAML,python3-PyYAML-3.11-6.fc21.x86_64
perl(MooseX::SemiAffordanceAccessor),perl-MooseX-SemiAffordanceAccessor-0.09-9.fc21.noarch
perl(MooseX::App::Cmd),perl-MooseX-App-Cmd-0.27-3.fc21.noarch
perl(Test::Compile),perl-Test-Compile-0.24-4.fc21.noarch
perl(Git::Repository),perl-Git-Repository-1.27-5.fc21.noarch
perl(BackPAN::Index),perl-BackPAN-Index-0.42-4.fc21.noarch
perl(MooseX::App::Cmd::Command),perl-MooseX-App-Cmd-0.27-3.fc21.noarch
perl(MetaCPAN::API),perl-MetaCPAN-API-0.44-2.fc21.noarch
perl(Method::Signatures),perl-Method-Signatures-20121201-4.fc21.noarch
perl(CLASS),perl-CLASS-1.00-13.fc21.noarch
perl(Test::Base::Filter),perl-Test-Base-0.88-1.fc21.noarch
redland-devel,redland-devel-1.0.17-3.fc21.x86_64
lv2-devel,lv2-devel-1.10.0-2.fc21.x86_64
R-utils,R-core-3.1.1-6.fc21.x86_64
R-stats,R-core-3.1.1-6.fc21.x86_64
h2,h2-1.3.176-2.fc21.noarch
eclipse-mylyn,eclipse-mylyn-3.13.0-1.fc21.noarch
uhttpmock-devel,uhttpmock-devel-0.3.1-1.fc21.x86_64
afpfs-ng-devel,afpfs-ng-devel-0.8.1-17.fc21.x86_64
iax-devel,iax-devel-0.2.2-11.fc21.x86_64
libvidcap-devel,libvidcap-devel-0.2.1-12.fc21.x86_64
perl(Log::Trace),perl-Log-Trace-1.070-15.fc21.noarch
libgdither-devel,libgdither-devel-0.6-9.fc21.x86_64
perl(Test::Assertions),perl-Test-Assertions-1.054-15.fc21.noarch
perl(Term::Size::Perl),perl-Term-Size-Perl-0.029-16.fc21.x86_64
libhbaapi-devel,libhbaapi-devel-2.2.9-6.fc21.x86_64
libQGLViewer-devel,libQGLViewer-devel-2.5.1-4.fc21.x86_64
chealpix-devel,chealpix-devel-2.13a-15.fc21.x86_64
lldpad-devel,lldpad-devel-0.9.46-7.fc21.x86_64
libhbalinux-devel,libhbalinux-devel-1.0.16-5.fc21.x86_64
mISDN-devel,mISDN-devel-1.1.5-10.fc20.x86_64
mysql++-devel,mysql++-devel-3.1.0-15.fc21.x86_64
liboggz,liboggz-1.1.1-8.fc21.x86_64
lv2core-devel,lv2-devel-1.10.0-2.fc21.x86_64
gavl-devel,gavl-devel-1.4.0-6.fc21.x86_64
perl(CSS::Minifier),perl-CSS-Minifier-0.01-16.fc21.noarch
perl(DBICx::TestDatabase),perl-DBICx-TestDatabase-0.04-8.fc21.noarch
perl(DBIx::Class::TimeStamp),perl-DBIx-Class-TimeStamp-0.14-10.fc21.noarch
perl(POE::Pipe::OneWay),perl-POE-1.364-1.fc21.noarch
perl(POE::Filter::Map),perl-POE-1.364-1.fc21.noarch
perl(POE::NFA),perl-POE-1.364-1.fc21.noarch
perl(POE::Filter::Block),perl-POE-1.364-1.fc21.noarch
perl(POE::Wheel::ListenAccept),perl-POE-1.364-1.fc21.noarch
perl(POE::Pipe::TwoWay),perl-POE-1.364-1.fc21.noarch
perl(Sort::Key),perl-Sort-Key-1.32-6.fc21.x86_64
perl(Test::JSON),perl-Test-JSON-0.11-12.fc21.noarch
perl(IO::AtomicFile),perl-IO-stringy-2.110-25.fc21.noarch
libinstpatch-devel,libinstpatch-devel-1.0.0-9.20110806svn386.fc21.x86_64
soci-mysql-devel,soci-mysql-devel-3.2.2-4.fc21.x86_64
airrac-devel,airrac-devel-1.00.0-10.fc21.x86_64
stdair-devel,stdair-devel-1.00.1-12.fc21.x86_64
xmlsec1-openssl-devel,xmlsec1-openssl-devel-1.2.19-6.fc21.x86_64
ibus-table-devel,ibus-table-devel-1.8.9-1.fc21.noarch
lv2dynparam-devel,lv2dynparam-devel-2-9.fc21.x86_64
procps-devel,procps-ng-devel-3.3.9-12.fc21.x86_64
perl(Data::Dumper::Names),perl-Data-Dumper-Names-0.03-18.fc21.noarch
pkgconfig(vte-2.90),vte3-devel-0.36.3-3.fc21.x86_64
perl(Data::Dump::Streamer),perl-Data-Dump-Streamer-2.36-3.fc21.x86_64
python3-zope-exceptions,python3-zope-exceptions-4.0.7-1.fc21.noarch
python-zope-exceptions,python-zope-exceptions-4.0.7-1.fc21.noarch
perl(Term::ReadLine::Gnu),perl-Term-ReadLine-Gnu-1.24-5.fc21.x86_64
perl(B::Hooks::OP::Check),perl-B-Hooks-OP-Check-0.19-10.fc21.x86_64
xclip,xclip-0.12-9.20140209svn.fc21.x86_64
perl(Devel::LexAlias),perl-Devel-LexAlias-0.05-5.fc21.x86_64
perl(PerlIO::utf8_strict),perl-PerlIO-utf8_strict-0.004-5.fc21.x86_64
perl(IO::LockedFile),perl-IO-LockedFile-0.23-17.fc21.noarch
perl(IO::Pipe),4:perl-5.18.4-304.fc21.x86_64
vim-enhanced,2:vim-enhanced-7.4.417-1.fc21.x86_64
perl(Tie::StdHandle),4:perl-5.18.4-304.fc21.x86_64
libnet10-devel,libnet10-devel-1.0.2a-25.fc21.x86_64
perl(TAP::Harness::ReportByDescription),perl-TAP-Harness-Multiple-0.07-8.fc21.noarch
perl(Pod::PseudoPod::LaTeX),perl-Pod-PseudoPod-LaTeX-1.000-13.fc21.noarch
perl(RPM2),perl-RPM2-1.0-11.fc21.x86_64
perl(MooseX::Types::DateTime),perl-MooseX-Types-DateTime-0.08-3.fc21.noarch
perl(MooseX::Types::DateTimeX),perl-MooseX-Types-DateTimeX-0.10-13.fc21.noarch
cpio,cpio-2.11-30.fc21.x86_64
perl(MooseX::Traits),perl-MooseX-Traits-0.11-12.fc21.noarch
perl(Mixin::Linewise::Writers),perl-Mixin-Linewise-0.106-2.fc21.noarch
perl(Mixin::Linewise::Readers),perl-Mixin-Linewise-0.106-2.fc21.noarch
perl(HTML::SimpleParse),perl-HTML-SimpleParse-0.12-14.fc21.noarch
perl(HTML::LinkList),perl-HTML-LinkList-0.1503-15.fc21.noarch
perl(MooseX::Types::URI),perl-MooseX-Types-URI-0.03-7.fc21.noarch
perl(MooseX::AttributeShortcuts),perl-MooseX-AttributeShortcuts-0.024-2.fc21.noarch
perl(RPC::XML::Client),perl-RPC-XML-0.78-2.fc21.noarch
perl(Module::Install::TestBase),perl-Module-Install-TestBase-0.86-2.fc21.noarch
perl(Encode::HanExtra),perl-Encode-HanExtra-0.23-12.fc21.x86_64
perl(Encode::JIS2K),perl-Encode-JIS2K-0.02-11.fc21.x86_64
perl(Encode::EUCJPASCII),perl-Encode-EUCJPASCII-0.03-10.fc21.x86_64
perl(File::Pid),perl-File-Pid-1.01-14.fc21.noarch
tinyxml2-devel,tinyxml2-devel-2.1.0-4.20140406git6ee53e7.fc21.x86_64
perl(Clipboard),perl-Clipboard-0.13-10.fc21.noarch
perl(WWW::Pastebin::PastebinCom::Create),perl-WWW-Pastebin-PastebinCom-Create-0.004-7.fc21.noarch
perl(Config::GitLike),perl-Config-GitLike-1.10-5.fc21.noarch
perl(Module::Locate),perl-Module-Locate-1.7-16.fc21.noarch
ykpers-devel,ykpers-devel-1.15.1-3.fc21.x86_64
rubygem(rspec-mocks),rubygem-rspec-mocks-2.14.6-1.fc21.1.noarch
rubygem(rspec-expectations),rubygem-rspec-expectations-2.14.5-3.fc21.noarch
rubygem(rspec-core),rubygem-rspec-core-2.14.8-1.fc21.1.noarch
perl(HTML::StripScripts),perl-HTML-StripScripts-1.05-11.fc21.noarch
perl(App::Nopaste),perl-App-Nopaste-0.90-5.fc21.noarch
perl(MooseX::Object::Pluggable),perl-MooseX-Object-Pluggable-0.0011-14.fc21.noarch
perl(Lexical::Persistence),perl-Lexical-Persistence-1.020-12.fc21.noarch
perl(Plack::Test),perl-Plack-Test-1.0031-1.fc21.noarch
perl(Plack::Request),perl-Plack-1.0031-1.fc21.noarch
perl(Router::Simple),perl-Router-Simple-0.15-2.fc21.noarch
perl(Class::Accessor::Lite),perl-Class-Accessor-Lite-0.06-2.fc21.noarch
perl(HTTP::Message),perl-HTTP-Message-6.06-8.fc21.noarch
libyaml,libyaml-0.1.6-5.fc21.x86_64
php-pecl-igbinary-devel,php-pecl-igbinary-devel-1.2.1-1.fc21.x86_64
php-pecl-msgpack-devel,php-pecl-msgpack-devel-0.5.5-9.fc21.x86_64
php-json,php-pecl-jsonc-1.3.6-2.fc21.x86_64
python-cclib,python-cclib-1.2-2.fc21.noarch
perl(Getopt::Usaginator),perl-Getopt-Usaginator-0.0012-10.fc21.noarch
perl(Carp::Clan::Share),perl-Carp-Clan-Share-0.013-14.fc21.noarch
perl(Hash::Merge::Simple),perl-Hash-Merge-Simple-0.04-14.fc21.noarch
perl(MIME::Charset),perl-MIME-Charset-1.011.1-2.fc21.noarch
perl(MouseX::Types),perl-MouseX-Types-0.06-8.fc21.noarch
perl(Params::Classify),perl-Params-Classify-0.013-11.fc21.x86_64
perl(Data::FormValidator),perl-Data-FormValidator-4.80-5.fc21.noarch
R-XVector-devel,R-XVector-devel-0.4.0-2.fc21.x86_64
R-IRanges-devel,R-IRanges-devel-1.22.9-2.fc21.x86_64
ghc-X11-devel,ghc-X11-devel-1.6.1.1-5.fc21.x86_64
perl(Class::Mix),perl-Class-Mix-0.005-9.fc21.noarch
perl(IO::Event),perl-IO-Event-0.813-2.fc21.noarch
perl(Test::SharedFork),perl-Test-SharedFork-0.29-1.fc21.noarch
perl(CSS),perl-CSS-1.09-2.fc21.noarch
perl(Text::Context::EitherSide),perl-Text-Context-EitherSide-1.4-14.fc21.noarch
btrfs-progs,btrfs-progs-3.16.2-1.fc21.x86_64
/usr/bin/wget,wget-1.15-3.fc21.x86_64
java-1.8.0-openjdk,1:java-1.8.0-openjdk-1.8.0.20-12.b26.fc21.x86_64
perl(Win::Hivex::Regedit),perl-hivex-1.3.10-6.fc21.x86_64
gfs2-utils,gfs2-utils-3.1.7-1.fc21.x86_64
gjs,gjs-1.42.0-1.fc21.x86_64
libdb-utils,libdb-utils-5.3.28-9.fc21.x86_64
genisoimage,genisoimage-1.1.11-24.fc21.x86_64
yajl,yajl-2.1.0-3.fc21.x86_64
zerofree,zerofree-1.0.3-3.fc21.x86_64
ntfs-3g,2:ntfs-3g-2014.2.15-4.fc21.x86_64
mdadm,mdadm-3.3.2-1.fc21.x86_64
libldm,libldm-0.2.3-7.fc21.x86_64
/usr/bin/ping,iputils-20140519-4.fc21.x86_64
lsof,lsof-4.87-5.fc21.x86_64
hivex-devel,hivex-devel-1.3.10-6.fc21.x86_64
jfsutils,jfsutils-1.1.15-5.fc21.x86_64
perl(Sys::Virt),perl-Sys-Virt-1.2.6-2.fc21.x86_64
createrepo,createrepo-0.10.3-3.fc21.noarch
lzop,lzop-1.03-11.fc21.x86_64
augeas-libs,augeas-libs-1.2.0-4.fc21.x86_64
libvirt-daemon-qemu,libvirt-daemon-qemu-1.2.9-3.fc21.x86_64
ntfsprogs,2:ntfsprogs-2014.2.15-4.fc21.x86_64
hfsplus-tools,hfsplus-tools-540.1.linux3-9.fc21.x86_64
erlang-erl_interface,erlang-erl_interface-17.2.2-1.fc21.x86_64
cryptsetup,cryptsetup-1.6.6-1.fc21.x86_64
curl,curl-7.37.0-7.fc21.x86_64
libldm-devel,libldm-devel-0.2.3-7.fc21.x86_64
nilfs-utils,nilfs-utils-2.2.0-3.fc21.x86_64
reiserfs-utils,2:reiserfs-utils-3.6.21-11.fc21.x86_64
pcre,pcre-8.35-6.fc21.1.x86_64
perl(Win::Hivex),perl-hivex-1.3.10-6.fc21.x86_64
hivex,hivex-1.3.10-6.fc21.x86_64
libcap,libcap-2.24-7.fc21.x86_64
lsscsi,lsscsi-0.27-4.fc21.x86_64
supermin,supermin-5.1.10-1.fc21.x86_64
gdisk,gdisk-0.8.10-4.fc21.x86_64
perl(File::Flock::Forking),perl-File-Flock-2013.11-3.fc21.noarch
perl(Eval::LineNumbers),perl-Eval-LineNumbers-0.34-2.fc21.noarch
kdeplasma-addons-devel,kdeplasma-addons-devel-4.14.1-1.fc21.x86_64
perl(Dir::Self),perl-Dir-Self-0.10-11.fc21.noarch
perl(Crypt::Eksblowfish::Bcrypt),perl-Crypt-Eksblowfish-0.009-10.fc21.x86_64
perl(HTML::TreeBuilder::XPath),perl-HTML-TreeBuilder-XPath-0.14-9.fc21.noarch
perl(HTML::WikiConverter),perl-HTML-WikiConverter-0.68-14.fc21.noarch
perl(Catalyst::Helper),perl-Catalyst-Devel-1.37-7.fc21.noarch
mod_nss,mod_nss-1.0.8-31.fc21.x86_64
389-adminutil-devel,389-adminutil-devel-1.1.19-4.fc21.x86_64
idm-console-framework,idm-console-framework-1.1.7-8.fc21.noarch
libgcrypt,libgcrypt-1.6.1-7.fc21.x86_64
meterbridge,meterbridge-0.9.2-11.fc21.x86_64
perl(Email::Sender::Simple),perl-Email-Sender-0.120002-5.fc21.noarch
perl(Catalyst::View::Mason),perl-Catalyst-View-Mason-0.18-13.fc21.noarch
perl(Text::Emoticon),perl-Text-Emoticon-0.04-14.fc21.noarch
pkgconfig(gthread-2.0),glib2-devel-2.42.0-1.fc21.x86_64
pkgconfig(libgit2-glib-1.0),libgit2-glib-devel-0.0.22-1.fc21.x86_64
pkgconfig(gtksourceview-3.0),gtksourceview3-devel-3.14.0-1.fc21.x86_64
pkgconfig(libpeas-1.0),libpeas-devel-1.12.1-1.fc21.x86_64
pkgconfig(libpeas-gtk-1.0),libpeas-devel-1.12.1-1.fc21.x86_64
pkgconfig(webkit2gtk-4.0),webkitgtk4-devel-2.6.0-2.fc21.x86_64
pkgconfig(pygobject-3.0),pygobject3-devel-3.14.0-1.fc21.x86_64
graphviz-gd,graphviz-gd-2.38.0-9.fc21.x86_64
ocl-icd-devel,ocl-icd-devel-2.0.4-3.git20131001.4ee231e.fc21.x86_64
blender-rpm-macros,1:blender-rpm-macros-2.71-3.fc21.noarch
perl(IO::Socket::UNIX),4:perl-5.18.4-304.fc21.x86_64
perl(Thread::Semaphore),4:perl-5.18.4-304.fc21.x86_64
tex(a4wide.sty),4:texlive-a4wide-svn20943.0-1.1.fc21.noarch
tex(groff.enc),4:texlive-metapost-svn33174.1.803-1.1.fc21.noarch
perl(XML::TokeParser),perl-XML-TokeParser-0.05-15.fc21.noarch
xbean,xbean-3.17-2.fc21.noarch
maven-release,maven-release-2.2.1-13.fc21.noarch
maven-shared-invoker,maven-invoker-2.1.1-11.fc21.noarch
R-Rsamtools,R-Rsamtools-1.16.0-3.fc21.x86_64
R-GenomicRanges,R-GenomicRanges-1.16.3-2.fc21.x86_64
R-Biostrings-devel,R-Biostrings-devel-2.32.0-2.fc21.x86_64
R-IRanges,R-IRanges-1.22.9-2.fc21.x86_64
R-bitops,R-bitops-1.0.5-5.fc21.x86_64
perl(XML::Atom),perl-XML-Atom-0.41-8.fc21.noarch
perl(XML::RSS::LibXML),perl-XML-RSS-LibXML-0.3102-8.fc21.noarch
perl(URI::Fetch),perl-URI-Fetch-0.10-1.fc21.noarch
perl(Feed::Find),perl-Feed-Find-0.07-11.fc21.noarch
perl(XML::RSS),perl-XML-RSS-1.54-2.fc21.noarch
ice-devel,ice-devel-3.5.1-13.fc21.x86_64
celt071-devel,celt071-devel-0.7.1-9.fc21.x86_64
protobuf-compiler,protobuf-compiler-2.5.0-10.fc21.x86_64
mvn(com.mycila.maven-license-plugin:maven-license-plugin),maven-license-plugin-1.8.0-16.fc21.noarch
mvn(org.apache.maven.plugins:maven-compiler-plugin),maven-compiler-plugin-3.1-6.fc21.noarch
mvn(org.objenesis:objenesis),objenesis-1.2-16.fc21.noarch
mvn(net.sf.cglib:cglib),cglib-3.1-4.fc21.noarch
mvn(org.apache.maven.plugins:maven-surefire-plugin),maven-surefire-plugin-2.17-5.fc21.noarch
mvn(org.apache.maven.plugins:maven-remote-resources-plugin),maven-remote-resources-plugin-1.4-9.fc21.noarch
mvn(com.keyboardsamurais.maven:maven-timestamp-plugin),maven-timestamp-plugin-1.1-10.fc21.noarch
mvn(org.apache.maven.plugins:maven-jar-plugin),maven-jar-plugin-2.5-1.fc21.noarch
python-repoze-who,python-repoze-who-2.1-4.fc21.noarch
libglpng-devel,libglpng-devel-1.45-12.fc21.x86_64
pdfjam,4:texlive-pdfjam-svn29752.2.02-1.1.fc21.noarch
python-repoze-who-testutil,python-repoze-who-testutil-1.0.1-7.fc21.noarch
zita-resampler-devel,zita-resampler-devel-1.3.0-5.fc21.x86_64
zita-convolver-devel,zita-convolver-devel-3.1.0-7.fc21.x86_64
faust,faust-0.9.46-5.fc21.x86_64
nml,nml-0.3.1-2.fc21.noarch
grfcodec,grfcodec-6.0.4-4.fc21.x86_64
globus-xio-gsi-driver-devel,globus-xio-gsi-driver-devel-3.5-1.fc21.x86_64
libtimidity-devel,libtimidity-devel-0.1.0-15.fc21.x86_64
globus-xio-popen-driver-devel,globus-xio-popen-driver-devel-3.5-1.fc21.x86_64
globus-gridftp-server-progs,globus-gridftp-server-progs-7.11-2.fc21.x86_64
texlive-moreverb,4:texlive-moreverb-svn22126.2.3a-1.1.fc21.noarch
texlive-eepic,4:texlive-eepic-svn15878.1.1e-1.1.fc21.noarch
texlive-bbold,4:texlive-bbold-svn17187.1.01-1.1.fc21.noarch
perl(JavaScript::Minifier),perl-JavaScript-Minifier-1.11-2.fc21.noarch
perl(Catalyst::Utils),perl-Catalyst-Runtime-5.90019-5.fc21.noarch
tex(braket.sty),4:texlive-braket-svn17127.0-1.1.fc21.noarch
tex(appendix.sty),4:texlive-appendix-svn15878.1.2b-1.1.fc21.noarch
tex(mathcomp.sty),4:texlive-mathcomp-svn15878.0.1f-1.1.fc21.noarch
tex(sfmath.sty),4:texlive-sfmath-svn15878.0.8-1.1.fc21.noarch
tex(bbding.sty),4:texlive-bbding-svn17186.1.01-1.1.fc21.noarch
jsp22,tomcat-jsp-2.2-api-7.0.54-3.fc21.noarch
gupnp-dlna-devel,gupnp-dlna-devel-0.10.2-6.fc21.x86_64
libmediaart-devel,libmediaart-devel-0.7.0-1.fc21.x86_64
perl(POE::Filter::Transparent::SMTP),perl-POE-Filter-Transparent-SMTP-0.2-19.fc21.noarch
perl(Test::Assertions::TestScript),perl-Test-Assertions-1.054-15.fc21.noarch
perl(MooseX::Params::Validate),perl-MooseX-Params-Validate-0.18-4.fc21.noarch
perl(Linux::Inotify2),perl-Linux-Inotify2-1.22-9.fc21.x86_64
python-py,python-py-1.4.23-1.fc21.noarch
python3-py,python3-py-1.4.23-1.fc21.noarch
t4k_common-devel,t4k_common-devel-0.1.1-12.fc21.x86_64
R-expm,R-expm-0.99.1.1-3.fc21.x86_64
rxvt-unicode,rxvt-unicode-9.20-4.fc21.x86_64
tdom,tdom-0.8.2-16.fc21.x86_64
tkimg,tkimg-1.4-18.fc21.x86_64
bwidget,bwidget-1.9.7-5.fc21.noarch
itcl,itcl-4.0.0-4.fc21.x86_64
perl(Verilog::Getopt),perl-Verilog-Perl-3.401-4.fc21.x86_64
perl(Verilog::Netlist),perl-Verilog-Perl-3.401-4.fc21.x86_64
perl(Text::PDF::TTFont0),perl-Text-PDF-0.29a-15.fc21.noarch
perl(Config::IniFiles),perl-Config-IniFiles-2.83-2.fc21.noarch
lzma,xz-lzma-compat-5.1.2-14alpha.fc21.x86_64
perl(Pod::ParseUtils),perl-Pod-Parser-1.62-2.fc21.noarch
libircclient-devel,libircclient-devel-1.6-8.fc21.x86_64
perl(File::DirCompare),perl-File-DirCompare-0.7-5.fc21.noarch
perl(Titanium),perl-Titanium-1.04-15.fc21.noarch
perl(Test::WWW::Mechanize::CGIApp),perl-Test-WWW-Mechanize-CGIApp-0.05-16.fc21.noarch
perl(Sub::Prototype),perl-Sub-Prototype-0.02-15.fc21.x86_64
perl(Devel::Caller::IgnoreNamespaces),perl-Devel-Caller-IgnoreNamespaces-1.0-15.fc21.noarch
perl(CGI::Application),perl-CGI-Application-4.50-10.fc21.noarch
perl(Data::ObjectDriver),perl-Data-ObjectDriver-0.09-12.fc21.noarch
texlive-umlaute,4:texlive-umlaute-svn15878.v2.1-1.1.fc21.noarch
texlive-tools,4:texlive-tools-svn33063.0-1.1.fc21.noarch
zfstream-devel,zfstream-devel-20041202-14.fc21.x86_64
octave,6:octave-3.8.2-7.fc21.x86_64
texlive-babel-german,4:texlive-babel-german-svn32421.2.7-1.1.fc21.noarch
texlive-latex-bin-bin,4:texlive-latex-bin-bin-svn14050.0-1.1.20140525_r34255.fc21.noarch
libftdi-c++-devel,libftdi-c++-devel-1.1-4.fc21.x86_64
texlive-oberdiek,4:texlive-oberdiek-svn33322.0-1.1.fc21.noarch
poppler-utils,poppler-utils-0.26.2-3.fc21.x86_64
sqlite,sqlite-3.8.6-2.fc21.x86_64
libsqlite3x-devel,libsqlite3x-devel-20071018-16.fc21.x86_64
geoclue-devel,geoclue-devel-0.12.99-7.fc21.x86_64
perl(Log::Dispatch::Handle),perl-Log-Dispatch-2.42-1.fc21.noarch
perl(PDF::Reuse),perl-PDF-Reuse-0.35-14.fc21.noarch
perl(Template::Plugin::Procedural),perl-Template-Toolkit-2.25-4.fc21.x86_64
liblzf-devel,liblzf-devel-3.6-9.fc21.x86_64
python-minimock,python-minimock-1.2.8-5.fc21.noarch
python-traits,python-Traits-4.5.0-3.fc21.x86_64
vtk-python,vtk-python-6.1.0-14.fc21.x86_64
rubygem(introspection),rubygem-introspection-0.0.3-3.fc21.noarch
rubygem(metaclass),rubygem-metaclass-0.0.4-1.fc21.noarch
kdemultimedia-devel,6:kdemultimedia-devel-4.14.1-1.fc21.noarch
libkolab-devel,libkolab-devel-0.5.2-2.fc21.x86_64
pkgconfig(accounts-qt),libaccounts-qt-devel-1.11-5.fc21.x86_64
pkgconfig(LibKFbAPI),libkfbapi-devel-1.0-4.fc21.x86_64
pkgconfig(libstreamanalyzer),strigi-devel-0.7.8-7.fc21.x86_64
libkolabxml-devel,libkolabxml-devel-1.0.1-7.fc21.x86_64
php-pear(Auth),php-pear-Auth-1.6.4-3.fc21.noarch
rubygem(rspec),rubygem-rspec-2.14.1-2.fc21.noarch
perl(Config::Auto),perl-Config-Auto-0.44-2.fc21.noarch
perl(HTTP::Exception),perl-HTTP-Exception-0.04006-2.fc21.noarch
perl(CGI::PSGI),perl-CGI-PSGI-0.15-9.fc21.noarch
perl(Exception::Class::TryCatch),perl-Exception-Class-TryCatch-1.13-2.fc21.noarch
perl(CGI::Application::Plugin::DevPopup),perl-CGI-Application-Plugin-DevPopup-1.08-5.fc21.noarch
perl(Test::Unit::TestSuite),perl-Test-Unit-0.25-19.fc21.noarch
perl(Test::Unit::Runner),perl-Test-Unit-0.25-19.fc21.noarch
perl(Test::Unit),perl-Test-Unit-0.25-19.fc21.noarch
perl(Test::Unit::TestCase),perl-Test-Unit-0.25-19.fc21.noarch
perl(XML::Generator),perl-XML-Generator-1.04-8.fc21.noarch
perl(HTML::FillInForm),perl-HTML-FillInForm-2.20-2.fc21.noarch
perl(CGI::Application::Plugin::AutoRunmode),perl-CGI-Application-Plugin-AutoRunmode-0.18-10.fc21.noarch
perl(Sub::WrapPackages),perl-Sub-WrapPackages-2.0-14.fc21.noarch
libinfinity-devel,libinfinity-devel-0.5.5-3.fc21.x86_64
b43-tools,b43-tools-017-4.fc21.x86_64
perl(Syntax::Highlight::Perl::Improved),perl-Syntax-Highlight-Perl-Improved-1.01-15.fc21.noarch
perl(Pod::Xhtml),perl-Pod-Xhtml-1.61-13.fc21.noarch
R-msm,R-msm-1.3-3.fc21.x86_64
perl(HTTP::Server::Simple::Static),perl-HTTP-Server-Simple-Static-0.07-16.fc21.noarch
perl(CGI::Application::Dispatch),perl-CGI-Application-Dispatch-3.12-6.fc21.noarch
perl(CGI::Application::Plugin::Redirect),perl-CGI-Application-Plugin-Redirect-1.00-14.fc21.noarch
libqmi-devel,libqmi-devel-1.10.2-2.fc21.x86_64
libmbim-devel,libmbim-devel-1.10.0-2.fc21.x86_64
rubygem(sinatra),1:rubygem-sinatra-1.4.5-1.fc21.noarch
python-repoze-what,python-repoze-what-1.0.9-5.fc19.noarch
python-kaa-imlib2,python-kaa-imlib2-0.2.3-17.fc21.x86_64
pygame-devel,pygame-devel-1.9.1-16.fc21.x86_64
graphviz-ruby,graphviz-ruby-2.38.0-9.fc21.x86_64
perl(accessors),perl-accessors-1.01-15.fc21.noarch
gtkdatabox-devel,gtkdatabox-devel-0.9.2.0-4.fc21.x86_64
perl(CGI::Application::Plugin::ViewCode),perl-CGI-Application-Plugin-ViewCode-1.02-17.fc21.noarch
gnome-do-devel,gnome-do-devel-0.95.1-3.fc21.x86_64
monodevelop,monodevelop-2.8.8.4-7.fc21.x86_64
banshee-devel,banshee-devel-2.6.2-5.fc21.x86_64
perl(CGI::Application::Plugin::DebugScreen),perl-CGI-Application-Plugin-DebugScreen-1.00-11.fc21.noarch
perl(CGI::Application::Plugin::ValidateRM),perl-CGI-Application-Plugin-ValidateRM-2.5-5.fc21.noarch
perl(CGI::Application::Plugin::ErrorPage),perl-CGI-Application-Plugin-ErrorPage-1.21-17.fc21.noarch
